record_id,n,t_s,y
0,0,0.0,0.4436514321006148
0,1,0.001,-0.056828924553377465
0,2,0.002,-0.014784423726020797
0,3,0.003,0.0151477228610594
0,4,0.004,-1.051050535340896
0,5,0.005,-0.48465413015954784
0,6,0.006,-0.7837805661819353
0,7,0.007,0.23467012416327948
0,8,0.008,-0.44480860976556413
0,9,0.009,-0.48886837647846676
0,10,0.01,0.4575507183141336
0,11,0.011,0.7272141019620723
0,12,0.012,0.025077950564726025
0,13,0.013,1.0144489131933214
0,14,0.014,-0.004964534362747592
0,15,0.015,8.023179183570123e-05
0,16,0.016,-0.574483155015583
0,17,0.017,-0.6952130166993354
0,18,0.018,-0.47021643291637905
0,19,0.019,-0.03768909765738626
0,20,0.02,-0.2980230401057752
0,21,0.021,-0.31950999928901547
0,22,0.022,-0.4191637451291126
0,23,0.023,-0.40020569881844625
0,24,0.024,0.05747960923826758
0,25,0.025,0.3166065651539826
0,26,0.026,-0.20740770416422402
0,27,0.027,-0.4936987396088797
0,28,0.028,0.07464067955409232
0,29,0.029,-0.7746615106993144
0,30,0.03,0.3187676001508617
0,31,0.031,-0.6943246019381131
0,32,0.032,0.37114640773491064
0,33,0.033,-0.015201030957505073
0,34,0.034,0.30151258468172193
0,35,0.035,0.8944986688757746
0,36,0.036,0.7449632346294621
0,37,0.037,-0.017264910573563177
0,38,0.038,0.8453635423865825
0,39,0.039,0.37770651379354764
0,40,0.04,0.06863427440396347
0,41,0.041,-0.12712183801470342
0,42,0.042,-0.09081039999013099
0,43,0.043,-0.5714792755526984
0,44,0.044,0.040292320819232154
0,45,0.045,-0.6622263673860915
0,46,0.046,-0.5549428109069272
0,47,0.047,-0.36501112709177863
0,48,0.048,-0.3260294327516898
0,49,0.049,-0.40166268300805064
0,50,0.05,-0.2645740321676406
0,51,0.051,-0.03447552565325136
0,52,0.052,-0.8278471860681311
0,53,0.053,-0.3126411446001844
0,54,0.054,-0.6546535817298098
0,55,0.055,0.05054461754204408
0,56,0.056,0.04384370188260252
0,57,0.057,-0.45763272142463474
0,58,0.058,0.5363007673479052
0,59,0.059,0.8493133391172738
0,60,0.06,0.08957219173453554
0,61,0.061,0.6492180727610601
0,62,0.062,0.6886068537475909
0,63,0.063,0.5644395443677889
0,64,0.064,1.4915492218868673
0,65,0.065,0.8721118436335673
0,66,0.066,0.4365938004809472
0,67,0.067,0.8188563823854037
0,68,0.068,-0.08560428482287555
0,69,0.069,1.4184668067088664
0,70,0.07,0.31695452848528244
0,71,0.071,0.8049605375214065
0,72,0.072,0.6810614043212887
0,73,0.073,0.8718167111550925
0,74,0.074,0.06734720140680109
0,75,0.075,0.4646229214235353
0,76,0.076,-0.17960320476383335
0,77,0.077,-0.5556800679824935
0,78,0.078,0.06226612737636057
0,79,0.079,0.24424036557834844
0,80,0.08,-0.07142248963525585
0,81,0.081,0.42758419267923276
0,82,0.082,0.6012255030785617
0,83,0.083,-0.11530178914813222
0,84,0.084,-0.3127336101496546
0,85,0.085,0.5875313561775553
0,86,0.086,0.5009140072833164
0,87,0.087,0.4670472795353477
0,88,0.088,0.05499643165970389
0,89,0.089,0.37595872240280465
0,90,0.09,0.5574968212888778
0,91,0.091,0.3932211153404101
0,92,0.092,0.25154367453355453
0,93,0.093,-0.4664508110521495
0,94,0.094,0.5285024724526506
0,95,0.095,0.48793162319112615
0,96,0.096,0.3163064216835927
0,97,0.097,0.734787951155098
0,98,0.098,1.246803233951902
0,99,0.099,0.9078222983591032
0,100,0.1,0.6688050700360922
0,101,0.101,0.2027619222808459
0,102,0.102,0.07606624676615192
0,103,0.103,0.07218963086487531
0,104,0.104,0.785916447759482
0,105,0.105,0.20953382623268996
0,106,0.106,0.5094919631847296
0,107,0.107,0.27584330416210057
0,108,0.108,0.5906769078660962
0,109,0.109,-0.09704717946426578
0,110,0.11,-0.27035360365858746
0,111,0.111,-0.450427930191625
0,112,0.112,0.15384375843886536
0,113,0.113,0.7134765518793397
0,114,0.114,0.29329174827025245
0,115,0.115,0.1787559000023765
0,116,0.116,-0.3289699510187959
0,117,0.117,-0.05536869170828688
0,118,0.118,-0.2209917253081262
0,119,0.119,-0.17388326474120075
0,120,0.12,0.21385242936811322
0,121,0.121,0.13447663059194792
0,122,0.122,0.6153803241541929
0,123,0.123,1.2448100033179013
0,124,0.124,0.6486671946884504
0,125,0.125,0.02980666304109123
0,126,0.126,0.16626601133908267
0,127,0.127,-0.4527214737691462
0,128,0.128,-0.24926435460499666
0,129,0.129,0.21500079703887057
0,130,0.13,0.26444621173314126
0,131,0.131,0.2319378809451776
0,132,0.132,-0.6287556041022894
0,133,0.133,-0.6501275374126415
0,134,0.134,0.3255387486599284
0,135,0.135,-0.19348741305442338
0,136,0.136,0.5252755806695641
0,137,0.137,0.040749098569992946
0,138,0.138,0.14293936818493444
0,139,0.139,-0.004727769511554894
0,140,0.14,-0.3342611865864922
0,141,0.141,-0.04823133463073773
0,142,0.142,0.520272849630398
0,143,0.143,1.1252776524909014
0,144,0.144,0.43616466765335843
0,145,0.145,0.43662064097180675
0,146,0.146,0.47111136523423375
0,147,0.147,0.8247963666622034
0,148,0.148,0.2708217493078815
0,149,0.149,-0.14797144959355424
0,150,0.15,0.3737339598546564
0,151,0.151,-0.047295273676474084
0,152,0.152,0.32224745240446634
0,153,0.153,0.09552404897871197
0,154,0.154,0.06440834897109171
0,155,0.155,1.4335080159480837
0,156,0.156,0.3743243019502235
0,157,0.157,-0.01060511849641919
0,158,0.158,-0.2747702921965257
0,159,0.159,0.34803998660012636
0,160,0.16,1.0684271979232522
0,161,0.161,0.5843302183633713
0,162,0.162,0.40356566087946893
0,163,0.163,0.48602592105716264
0,164,0.164,-0.7509868183559026
0,165,0.165,0.3723270238817478
0,166,0.166,-0.06928503432420602
0,167,0.167,-0.2280412649803633
0,168,0.168,-0.5294911643182331
0,169,0.169,-0.2809470938992555
0,170,0.17,0.1635146351046258
0,171,0.171,-0.3622985023342016
0,172,0.172,-0.3413968231122674
0,173,0.173,-0.5022019125334808
0,174,0.174,-0.6145834332477336
0,175,0.175,-0.9504142949369009
0,176,0.176,-0.5310308351066213
0,177,0.177,0.1525841849833773
0,178,0.178,-0.18058145798565933
0,179,0.179,0.2157902186534473
0,180,0.18,-0.2289297992169608
0,181,0.181,-0.04428629360408495
0,182,0.182,-0.43602154717643493
0,183,0.183,-0.06669788917197028
0,184,0.184,-0.5064949949109421
0,185,0.185,0.2955037247384583
0,186,0.186,0.26990105149712273
0,187,0.187,-0.018107568599269507
0,188,0.188,-0.3327912998375893
0,189,0.189,-0.4209322229441962
0,190,0.19,0.0023815996109694433
0,191,0.191,0.03569221932416383
0,192,0.192,0.6177119076538394
0,193,0.193,-0.47490237581631967
0,194,0.194,0.15758790644354942
0,195,0.195,-0.7888256239770095
0,196,0.196,0.06913580621319758
0,197,0.197,-0.016679110632277432
0,198,0.198,0.7193632745584485
0,199,0.199,0.5220743022323567
0,200,0.2,0.40853772537770616
0,201,0.201,0.3169955207587918
0,202,0.202,-0.3514759316684572
0,203,0.203,-0.19015114998237526
0,204,0.204,0.11478624016441652
0,205,0.205,0.5005483567545864
0,206,0.206,0.4065039072526364
0,207,0.207,0.49811813847938324
0,208,0.208,0.090589342461602
0,209,0.209,-0.6900590114260061
0,210,0.21,0.34548735411760617
0,211,0.211,-0.16154332081433992
0,212,0.212,-0.05520706384338281
0,213,0.213,0.2155919978615442
0,214,0.214,0.27899606526592385
0,215,0.215,-0.3098720552146913
0,216,0.216,-0.23821480393009173
0,217,0.217,0.4752735509099806
0,218,0.218,-1.03843460963408
0,219,0.219,-0.609927780068091
0,220,0.22,-0.08765392684375764
0,221,0.221,-0.034553576493519006
0,222,0.222,-0.14517512283395906
0,223,0.223,-0.83235240494601
0,224,0.224,-1.0048346673529023
0,225,0.225,-0.4302130786182512
0,226,0.226,-0.4034084134758685
0,227,0.227,-0.7520320661774277
0,228,0.228,-1.000719631074955
0,229,0.229,-0.44610186405363755
0,230,0.23,-0.34045443201680375
0,231,0.231,-0.5053002691737901
0,232,0.232,-1.306154333650343
0,233,0.233,-0.8320700767100895
0,234,0.234,-0.9385122404690956
0,235,0.235,-0.9625395043373081
0,236,0.236,0.09989950449481325
0,237,0.237,-0.2230191662806077
0,238,0.238,-0.5712269292567766
0,239,0.239,0.04333854251661301
0,240,0.24,0.7859533270170882
0,241,0.241,0.7847174922820196
0,242,0.242,0.49717367667338597
0,243,0.243,0.07754896931128402
0,244,0.244,0.22322912209894316
0,245,0.245,-0.2574514033342765
0,246,0.246,-0.4230978480222886
0,247,0.247,0.12135477468563391
0,248,0.248,-0.4909762255544979
0,249,0.249,-0.505542394248513
0,250,0.25,0.09475561868153953
0,251,0.251,-0.15867338095301425
0,252,0.252,-0.2909204440064312
0,253,0.253,-0.33622184967981217
0,254,0.254,0.44720243336328647
0,255,0.255,-0.2433875945668973
1,0,0.0,-0.31294560177742214
1,1,0.001,-0.4848873138591713
1,2,0.002,-0.3901701877556547
1,3,0.003,0.6962358945769768
1,4,0.004,-0.08982922919086071
1,5,0.005,0.14655230567104766
1,6,0.006,0.007290569562673838
1,7,0.007,0.4845543297257634
1,8,0.008,-0.33206229538372906
1,9,0.009,0.1949919555540864
1,10,0.01,0.13325095920348368
1,11,0.011,0.7630375537091123
1,12,0.012,0.17599438831719333
1,13,0.013,0.6473518165654941
1,14,0.014,0.14863889495218627
1,15,0.015,0.8161255585377267
1,16,0.016,0.17828583501029405
1,17,0.017,0.46689089375271947
1,18,0.018,0.34933963014294217
1,19,0.019,0.62809960652979
1,20,0.02,0.18888376058027417
1,21,0.021,-0.29693862468586024
1,22,0.022,0.11269542048028228
1,23,0.023,-0.14270575124417845
1,24,0.024,0.8947129383563049
1,25,0.025,-0.38934731647136844
1,26,0.026,-0.5396911395631
1,27,0.027,0.21103754842460049
1,28,0.028,-0.04955294106343492
1,29,0.029,-0.11566514876694861
1,30,0.03,1.312448282831769
1,31,0.031,0.05085517080658869
1,32,0.032,0.035885918460661456
1,33,0.033,0.15432410891707282
1,34,0.034,0.11697226596077304
1,35,0.035,0.05548536938124083
1,36,0.036,0.04877752800086311
1,37,0.037,-0.8933486812314887
1,38,0.038,-0.24732628884220303
1,39,0.039,-0.536463274785469
1,40,0.04,0.07786818212557883
1,41,0.041,-0.107608534528632
1,42,0.042,-0.08515182290263897
1,43,0.043,0.7087374840517335
1,44,0.044,0.23498602017137327
1,45,0.045,0.22307101744257052
1,46,0.046,0.3220011277214071
1,47,0.047,0.21543496915249943
1,48,0.048,0.3918078256811392
1,49,0.049,0.41883497612241494
1,50,0.05,-0.4552054014703535
1,51,0.051,-0.7915417759017335
1,52,0.052,0.904978586270723
1,53,0.053,0.46957301985125366
1,54,0.054,0.1976307072559499
1,55,0.055,-0.2983181264534899
1,56,0.056,0.31788772634661056
1,57,0.057,0.2967464880398075
1,58,0.058,-0.002622119485463252
1,59,0.059,-0.03102351472600775
1,60,0.06,-0.1037712950275316
1,61,0.061,0.08615227526858858
1,62,0.062,0.2595902999891189
1,63,0.063,-0.47762388812550105
1,64,0.064,-0.3593849823257228
1,65,0.065,0.13082156934362638
1,66,0.066,-0.5255200549890968
1,67,0.067,0.29022400880625354
1,68,0.068,-0.44541845471143443
